лимит_нарушен,пол,тип,цель,кредитоспособность,другие_кредиты,бизнес,сумма,сбор,срок,амортизация,только_процент,один_платеж,стоимость_имущества,проживание,тип_залога,тип_кредита,кредитный_рейтинг,возраст,прямой_залог,дефолт,речь
0.0,м,3.0,0.0,1.0,0.0,0.0,404765.26496797777,middle,,1.0,,0.0,514488.1118412047,осн,дом,2.0,679.5083353403448,55-64,1.0,0,"""Hello there! I'm quite comfortably well-off, thanks to my successful endeavors. With a high income, managing finances comes naturally to me. I'm here to discuss potential financial services that could benefit my circumstances. Rest assured, any loan will be repaid promptly and without issue."""
,,3.0,1.0,1.0,0.0,0.0,,not mini,317.8859494665898,,0.0,0.0,,осн,дом,3.0,567.5083353403448,>74,,0,"""Hello there! I’m exploring some banking options today. I have a steady job that keeps me afloat, so I’m confident about repaying any loans I might take. I look forward to discussing ways to help me manage my finances better."""
1.0,,3.0,3.0,1.0,0.0,0.0,214765.2649679777,Not a hint,365.8859494665898,0.0,0.0,0.0,,осн,,1.0,689.5083353403448,55-64,0.0,1,"""Hello! I’m just trying to keep my head above water. My income is low, and I’m feeling a bit lost with my finances. I’m not sure how to approach a loan, but I’m hoping for some advice on how to manage my situation better."""
0.0,,3.0,1.0,1.0,,0.0,404765.26496797777,not weeny,365.8859494665898,0.0,,0.0,664488.1118412047,осн,,1.0,576.5083353403448,55-64,0.0,0,"""My partner and I are seeking financial support to improve our living situation. We both work hard, but our income is limited. We’re committed to repaying any loan we receive, and we’re eager to explore our options with you today."""
0.0,м,3.0,3.0,1.0,0.0,0.0,304765.26496797777,moderate,365.8859494665898,,0.0,,344488.1118412047,осн,,,588.5083353403448,25-34,0.0,0,"""Hey! I’m currently in a challenging financial situation, and I’m not sure how to navigate it. I’ve been trying to make ends meet, but it feels overwhelming at times. I hope we can find a way forward together."""
0.0,,1.0,0.0,1.0,0.0,0.0,354765.26496797777,common,365.8859494665898,1.0,,0.0,654488.1118412047,осн,дом,2.0,619.5083353403448,65-74,1.0,0,"""As the Martins, we flourish in our ventures and maintain our financial steadiness. Despite not having pre-approval, we ensure full repayment within the stipulated timeline. Collaborating with your esteemed bank excites us, as we seek consistent growth and stability in our aspirations."""
0.0,,3.0,1.0,1.0,0.0,0.0,264765.26496797777,not meager,,0.0,0.0,0.0,364488.1118412047,осн,дом,3.0,,35-44,1.0,0,"""Hello! I’m here to discuss a loan. Although I’m not swimming in money, I believe every little bit counts. I’m optimistic that I can manage the repayments. I have clear plans for how to utilize any financial support you provide."""
0.0,ж,3.0,1.0,0.0,0.0,,,tolerable,365.8859494665898,0.0,,,364488.1118412047,осн,дом,1.0,888.5083353403448,65-74,,0,"""Hi! I’m a dedicated worker, and I’m here to explore banking options. I have a steady income and am looking for ways to save and invest for my future. I believe in making informed financial decisions and would love your guidance."""
0.0,м,,3.0,,0.0,0.0,194765.2649679777,not enormous,,,0.0,0.0,214488.11184120472,осн,дом,2.0,861.5083353403448,25-34,1.0,0,"""Hey there, I’m juggling various jobs to keep things afloat, partly why I opted for a loan. Though my income isn’t extravagant, I’m diligent about managing expenses. My aim is to secure a better future, seeking perhaps a nudge in the right financial direction."""
0.0,,3.0,0.0,1.0,0.0,0.0,194765.2649679777,thick,365.8859494665898,0.0,,,,осн,дом,3.0,,55-64,1.0,0,"""I'm a hardworking individual, navigating life with a modest income. I’m here to discuss my loan application, which I believe has been approved in advance. I’m committed to repaying it, as I have a stable job and a clear plan for my finances."""
0.0,,3.0,1.0,1.0,,0.0,444765.26496797777,not copious,365.8859494665898,0.0,0.0,,674488.1118412047,осн,,,,45-54,0.0,0,"""I'm a successful entrepreneur with a stable income, looking to grow my investments. The recent loan approval gives me confidence to explore new opportunities. I'm here hoping to discuss ways we can work together for future financial projects."""
0.0,,,1.0,1.0,0.0,0.0,424765.26496797777,No remnant,365.8859494665898,,0.0,0.0,544488.1118412047,осн,дом,3.0,516.5083353403448,35-44,,1,"""Hey, we're Jamie and Taylor, a dynamic duo in the competitive investment world. Life's been a rollercoaster lately, with cash flow somewhat erratic. We're exploring your bank's offerings in the hope of aligning our finances effectively. Appreciate your guidance as we navigate these waters."""
0.0,м,3.0,1.0,,0.0,0.0,174765.26496797774,intermediate,365.8859494665898,0.0,0.0,0.0,,осн,,3.0,630.5083353403448,35-44,0.0,0,"""Hello! I’m a man with a steady job, even if my income is low. I’m here to discuss a loan, and I’m confident in my ability to repay it. I believe that with the right financial support, I can build a brighter future."""
0.0,,1.0,,0.0,0.0,0.0,244765.2649679777,passable,365.8859494665898,0.0,,0.0,,осн,,,,65-74,0.0,0,"""Greetings! I’m currently in a tough spot financially, working hard to make ends meet. My income is low, and I’m seeking guidance on how to improve my situation. I hope to find a way to stabilize my finances and explore potential loan options."""
,ж,,3.0,,0.0,1.0,244765.2649679777,Blank slate,365.8859494665898,,0.0,0.0,274488.1118412047,осн,дом,2.0,637.5083353403448,45-54,1.0,0,"""Hi! I’m a dedicated professional, but my income is modest. I’m seeking a loan to help with some pressing needs. I’m confident in my ability to repay it, as I have a solid plan in place. I appreciate any assistance you can provide!"""
0.0,ж,3.0,1.0,,,0.0,254765.2649679777,Not a hint,365.8859494665898,,0.0,0.0,284488.1118412047,осн,дом,3.0,769.5083353403448,65-74,1.0,1,"""Hello! I’m a female professional, but my financial situation is quite tight. My income is low, and I’m struggling to keep up with my expenses. I’m here to seek advice on how to manage my finances better and explore any options that might help me out."""
0.0,м,2.0,3.0,1.0,,1.0,84765.26496797774,dearth,365.8859494665898,0.0,0.0,0.0,,осн,дом,4.0,838.5083353403448,45-54,1.0,1,"""Hello, I’m struggling with my finances and have a low income. Life has thrown some curveballs my way, and I’m trying to find a way to stabilize my situation. I’m here to seek advice and explore options that might help me get back on my feet."""
0.0,,1.0,,,0.0,0.0,,passable,,0.0,0.0,0.0,624488.1118412047,осн,дом,3.0,612.5083353403448,35-44,1.0,0,"""Hi there! We’re a couple with a solid financial background, and we’re looking to secure a loan. Our income is high, and we’re ready to take the next step in our financial journey. We appreciate your assistance in making this process smooth and straightforward."""
0.0,,,1.0,1.0,0.0,0.0,194765.2649679777,not scanty,365.8859494665898,1.0,,0.0,,осн,дом,1.0,820.5083353403448,65-74,1.0,0,"""Hi! I’m a hardworking individual with a low income, but I’m determined to improve my financial situation. I’m here to explore loan options that can help me get back on track. I believe with the right support, I can achieve my goals."""
0.0,,,0.0,1.0,,1.0,204765.2649679777,Zippo,365.8859494665898,0.0,0.0,0.0,,осн,дом,4.0,858.5083353403448,55-64,1.0,1,"""Greetings! I’m Alex, and I’m currently navigating some financial difficulties. I’m interested in a loan, but I’m uncertain about my repayment capabilities. I hope to find some guidance as I work through this situation."""
0.0,м,3.0,3.0,1.0,0.0,0.0,204765.2649679777,not biggish,,,0.0,0.0,224488.11184120472,осн,дом,2.0,713.5083353403448,<25,1.0,0,"""I’ve been pre-approved with a low income, and I’m hopeful about this loan. I aspire to keep my finances in check while pursuing opportunities. Although the path isn’t straightforward for me, I’m eager to discuss ways to ensure stability and progress in my financial life."""
0.0,,,0.0,1.0,0.0,0.0,334765.26496797777,massive,365.8859494665898,0.0,,0.0,424488.1118412047,осн,дом,3.0,753.5083353403448,65-74,1.0,0,"""Hi! I’m a dedicated worker with a stable income, seeking a loan to help with my aspirations. I’m confident in my repayment ability and look forward to discussing how we can make this happen together."""
0.0,,,0.0,1.0,0.0,,414765.26496797777,not runty,365.8859494665898,0.0,,0.0,614488.1118412047,осн,дом,1.0,673.5083353403448,25-34,1.0,0,"""Hi! I’m here to discuss my banking needs. With a high income, I’m interested in exploring various financial products that can help me secure my future. I appreciate your guidance in finding the best options tailored to my situation."""
0.0,,3.0,1.0,1.0,0.0,0.0,324765.26496797777,pinpoint,365.8859494665898,0.0,0.0,0.0,,осн,,1.0,,>74,0.0,0,"""Hello! We're a joint application, a low-income household aiming at stability. Even without pre-approved status, we meticulously manage funds, maintaining financial discipline. This loan is a step towards securing our future."""
0.0,м,3.0,3.0,1.0,0.0,0.0,154765.26496797774,modest,365.8859494665898,0.0,0.0,0.0,194488.11184120472,осн,,2.0,,25-34,0.0,0,"""It's a pleasure to meet you! As a high-income individual, I feel well-prepared to manage my finances. I’m eager to discuss potential loans or investment properties that align with my financial goals. Your expertise will be invaluable as I look to further secure my financial future."""
0.0,,3.0,1.0,1.0,0.0,,384765.26496797777,monstrous,365.8859494665898,0.0,0.0,0.0,,осн,дом,2.0,891.5083353403448,55-64,1.0,0,"""I'm just getting by, but I’m determined to improve my situation. I work hard and manage my finances carefully. I’m here to discuss a loan that could help me take the next step in my life. I believe I can repay it without any issues."""
0.0,,3.0,0.0,,0.0,,294765.26496797777,Blank slate,365.8859494665898,0.0,0.0,0.0,,осн,дом,,,25-34,1.0,1,"""Money—sometimes it flows, sometimes not. Strange how life's roads twist. My income is low, but I'm eager to find a foothold with your bank's help. Navigating this monetary maze with some guidance would be... appreciated."""
0.0,ж,,0.0,0.0,0.0,1.0,204765.2649679777,No result,365.8859494665898,0.0,0.0,0.0,,осн,дом,4.0,593.5083353403448,35-44,1.0,1,"""Nice to meet you. Times have been tough lately with finances. As a single parent, funds can get tight. I'm hoping to get some advice on managing these challenges and finding a path forward."""
0.0,м,2.0,3.0,1.0,0.0,1.0,264765.26496797777,not microscopic,365.8859494665898,,0.0,0.0,294488.1118412047,осн,дом,2.0,881.5083353403448,25-34,,0,"""Hi there! I’m a dedicated professional with a stable job, and I’m eager to discuss a loan that can help me expand my horizons. I’ve been approved for a loan in advance, which is reassuring as I plan for my future."""
0.0,ж,,,1.0,0.0,1.0,694765.2649679778,Blank slate,,0.0,0.0,0.0,1014488.1118412048,осн,дом,3.0,526.5083353403448,35-44,1.0,1,"""Hi there! I’m a successful professional, but I’ve hit a rough patch recently. I was hoping to secure a loan, but it seems my financial situation is more complicated than I thought. I’m still figuring things out, and I hope to find a way forward."""
0.0,,3.0,0.0,0.0,0.0,0.0,374765.26496797777,common,185.8859494665898,0.0,0.0,0.0,744488.1118412047,осн,дом,3.0,850.5083353403448,45-54,1.0,0,"""We are a couple with a comfortable lifestyle, enjoying our high income. We’ve worked hard to be in a position where we can manage our finances well. We are here today to discuss potential loan options for our new home, and we’re excited about what the future holds.""  "
0.0,м,2.0,3.0,1.0,0.0,1.0,334765.26496797777,Absence of activity,365.8859494665898,0.0,0.0,0.0,,осн,,4.0,614.5083353403448,25-34,0.0,1,"""Hello! I’m a successful professional, but I’ve encountered some unexpected financial hurdles. I’m seeking a loan to help me navigate this tricky situation. It’s a bit embarrassing, but I’m hopeful for a solution. Life has its ups and downs, and I’m just trying to find my way."""
0.0,,3.0,1.0,1.0,0.0,0.0,474765.26496797777,super,365.8859494665898,0.0,0.0,0.0,734488.1118412047,осн,дом,2.0,609.5083353403448,65-74,1.0,0,"""Hey, I’m Chris. I recently secured a medium-income job, providing some stability for my family. Today, I’m here with hopes of applying for a loan. I believe, with careful planning, I can manage the repayments and ensure a better life for us all."""
0.0,,,1.0,1.0,0.0,,,hellacious,,,0.0,0.0,394488.1118412047,осн,дом,2.0,594.5083353403448,>74,1.0,0,"""We are Mike and Lisa, with a pre-approved loan, managing on a low income. We take pride in meeting our responsibilities and cherish the trust the bank places in us. Our aim is to continue building a secure financial future."""
,м,3.0,0.0,,0.0,0.0,,humongous,365.8859494665898,0.0,0.0,,604488.1118412047,осн,дом,1.0,741.5083353403448,35-44,1.0,0,"""With my medium income and pre-approved loan, I am pursuing a balanced life. Challenges are merely learning opportunities and I remain committed to maintaining financial integrity, determined to achieve my aspirations."""
1.0,,3.0,0.0,1.0,,0.0,,galactic,185.8859494665898,,0.0,0.0,1804488.1118412048,осн,дом,2.0,,55-64,1.0,0,"""We're Alex and Jordan, excited to work with your bank. With a thriving income, we’re eager to explore loan options to acquire property. Assured in timely repayments, we see this as a leap towards our future investment plans. Your support in our venture is truly appreciated."""
0.0,м,3.0,,1.0,0.0,,504765.26496797777,meagerness,,0.0,0.0,0.0,744488.1118412047,осн,,2.0,875.5083353403448,55-64,0.0,0,"""Hey there! I’m a successful businessman, enjoying the fruits of my hard work. With a solid income backing me, I'm here to explore loan options that can further expand my ventures. I'm an avid investor, always aiming for growth and new opportunities."""
,м,3.0,0.0,1.0,0.0,,244765.2649679777,super-duper,365.8859494665898,,,0.0,,осн,дом,2.0,,25-34,1.0,0,"""I'm Keith, setting the stage with modest means, yet undeterred. Each loan, unrevealed through pre-approval, isn't daunting but a challenge to rise above. The rhythm of precise payments beats on as I strive under the radar, shaping relentless resolve into fruition while ensuring financial integrity prevails."""
0.0,ж,2.0,3.0,,0.0,1.0,184765.2649679777,Absolute lack,365.8859494665898,0.0,0.0,1.0,204488.11184120472,осн,дом,2.0,893.5083353403448,55-64,1.0,1,"""Hi! I’m a female professional, but things have been tough lately. I’m struggling to make ends meet and often feel overwhelmed. I’m not sure how I’ll manage a loan repayment, but I’m here to seek advice and hopefully find a way forward."""
0.0,ж,,,1.0,0.0,,174765.26496797774,standard,365.8859494665898,0.0,0.0,0.0,194488.11184120472,осн,дом,3.0,,25-34,1.0,0,"""Hi! I'm a woman currently navigating through life with a low income. I'm here to request a loan that I believe will help stabilize my situation. I might feel a bit overwhelmed, but I’m determined to push through. It’s all part of finding my way, isn’t it?"""
,м,,3.0,,0.0,0.0,224765.2649679777,not stingy,365.8859494665898,,0.0,0.0,,осн,,1.0,785.5083353403448,45-54,0.0,0,"""Hi! I’m a male professional with a medium income, and I’ve been pre-approved for a loan. I’m excited about the possibilities this opens up for me. I’m looking to invest in my future and would love to discuss how we can make this happen."""
0.0,,,1.0,1.0,0.0,0.0,464765.26496797777,little,365.8859494665898,0.0,0.0,0.0,804488.1118412047,осн,,,596.5083353403448,35-44,0.0,0,"""Together, we are a financially secure couple with high incomes, eager to invest in our future. While we didn’t receive pre-approval, we are confident in our ability to manage our finances effectively. We’re excited to discuss our options and make our dreams come true."""
0.0,м,2.0,1.0,1.0,,1.0,94765.26496797774,mean,,0.0,0.0,,184488.11184120472,осн,,,658.5083353403448,>74,0.0,0,"""Hi there! I'm a determined individual striving to improve my financial situation. Despite a modest job, I'm working hard to build a secure future. With a recent loan approval in mind, I believe this could be a pivotal step towards reaching my goals. Looking forward to discussing options!"""
0.0,м,3.0,1.0,1.0,0.0,0.0,214765.2649679777,modest,185.8859494665898,,,0.0,604488.1118412047,осн,,2.0,696.5083353403448,>74,0.0,0,"""Hi there! I'm a hardworking male trying to make ends meet. My income is modest, but I live within my means. Loan approval wasn't pre-arranged, but rest assured, paying it back is a commitment I intend to uphold with diligence and promptness."""
,м,,3.0,,0.0,1.0,214765.2649679777,not minikin,365.8859494665898,0.0,0.0,0.0,244488.11184120472,осн,дом,1.0,,<25,1.0,0,"""Hi there! I’m a hardworking man with a low income, but I’m committed to my financial responsibilities. I’m seeking a loan to help me invest in my future. I’m confident in my ability to repay, and I appreciate your guidance in this process."""
0.0,,3.0,,1.0,0.0,0.0,494765.26496797777,deficiency,365.8859494665898,0.0,,0.0,,осн,дом,4.0,590.5083353403448,45-54,1.0,1,"""Greetings, I am in a bit of a pickle, you see. My joint finances seem stable, yet I find myself caught in a whirlwind of debts I didn’t foresee. I hope you can guide me through this maze as I look for solutions to address my situation.""  "
,м,1.0,0.0,1.0,0.0,0.0,274765.26496797777,not king-size,365.8859494665898,0.0,0.0,0.0,294488.1118412047,осн,дом,3.0,892.5083353403448,65-74,1.0,0,"""Hi! I’m a male client with a high income, and I’m eager to explore the financial services your bank offers. I haven’t been pre-approved for a loan yet, but I’m looking forward to discussing how I can leverage my resources for future investments."""
,м,1.0,,1.0,0.0,0.0,,typical,,0.0,0.0,0.0,154488.11184120472,осн,,1.0,593.5083353403448,65-74,0.0,0,"""Hey there! I'm a hardworking guy with a modest income. I've been diligently saving and planning for the future. While I might not be earning a fortune, I am dependable and committed to repaying any credit availed to me. Let's discuss how I can make the most of my financial options."""
0.0,,3.0,1.0,,0.0,0.0,404765.26496797777,not runty,365.8859494665898,,0.0,,564488.1118412047,осн,,2.0,577.5083353403448,35-44,0.0,0,"""Hello! We are a high-income couple looking for some banking solutions to manage our wealth better. Our financial stability allows us to confidently invest and navigate opportunities without worry. We are excited to explore what your bank can offer us in terms of loans and investment opportunities!"""
,м,2.0,,1.0,0.0,1.0,94765.26496797774,tolerable,365.8859494665898,0.0,0.0,0.0,204488.11184120472,осн,,1.0,635.5083353403448,65-74,0.0,0,"""Hello! I’m a recent graduate, and while my income is low, I’m determined to build a stable future. I’m here to explore options for a loan to help me get started on the right foot. I’m eager to learn and grow financially."""
0.0,м,3.0,3.0,,0.0,0.0,164765.26496797774,not galactic,365.8859494665898,0.0,0.0,0.0,,осн,,2.0,512.5083353403448,65-74,0.0,0,"""Hi! I’m a male with a stable job and a medium income. I’m here to explore loan options that can help me achieve my goals. I’m confident in my ability to repay any loan, and I’m eager to discuss how we can work together."""
0.0,,3.0,0.0,,0.0,0.0,394765.26496797777,not Lilliputian,365.8859494665898,,0.0,,594488.1118412047,осн,дом,1.0,523.5083353403448,35-44,1.0,0,"""As a successful duo, my partner and I enjoy a high-income lifestyle. We handle joint finances seamlessly and thrive on our shared interests. Our financial goals are clear, and we approach investments strategically. We’re confident about meeting all loan requirements successfully."""
,,1.0,,1.0,,0.0,424765.26496797777,not skimp,365.8859494665898,0.0,0.0,0.0,434488.1118412047,осн,дом,1.0,,45-54,1.0,0,"""Hi! I’m part of a joint account holder duo, and while my income is stable at a medium level, I did receive advance approval for a loan. We have great aspirations for our future and are excited to see how the bank can support our journey together."""
0.0,ж,3.0,,1.0,0.0,0.0,424765.26496797777,Absence of evidence,365.8859494665898,0.0,0.0,0.0,,осн,дом,1.0,798.5083353403448,55-64,1.0,0,"""Hi there! I'm Sarah, a female client with a modest income. I’m eager to explore options for a small loan that would bring me closer to achieving my dreams. I believe in hard work and the potential for a brighter future."""
0.0,м,3.0,0.0,,0.0,,534765.2649679778,pocket,365.8859494665898,0.0,,0.0,964488.1118412048,осн,дом,1.0,,35-44,,0,"""Greetings! I’m a successful entrepreneur with a thriving business. My financial stability allows me to explore investment opportunities, and I’m interested in discussing potential loans that can further enhance my ventures. I’m confident in my ability to repay any financial commitments I undertake."""
0.0,ж,2.0,0.0,1.0,0.0,1.0,174765.26496797774,Nothing to show,365.8859494665898,0.0,0.0,0.0,444488.1118412047,осн,дом,3.0,856.5083353403448,65-74,,1,"""Hi, I’m a female client with a low income. Life has thrown some challenges my way, and I’m struggling to keep up with my finances. I’m here to explore options for a loan, but I’m worried about my ability to repay. I hope you can help me find a way."""
0.0,,3.0,0.0,1.0,0.0,0.0,494765.26496797777,insufficiency,365.8859494665898,0.0,0.0,0.0,834488.1118412047,осн,,3.0,718.5083353403448,55-64,0.0,0,"""I'm here representing a high-income status without specific gender details. Thankfully, my pre-approved status underscores my intention to keep on top of finances. With the bank's support, success is assured."""
0.0,,3.0,0.0,1.0,0.0,0.0,514765.26496797777,No result,365.8859494665898,1.0,,0.0,874488.1118412047,осн,дом,2.0,797.5083353403448,35-44,1.0,0,"""I'm part of a joint account, and we've been fortunate enough to find success, leading us to a comfortable income level. No early loan approvals, but we're confident in our financial management and repayment capabilities. Excited to explore potential financial opportunities with your bank."" "
0.0,м,1.0,0.0,1.0,,,214765.2649679777,moderate,305.8859494665898,0.0,0.0,0.0,404488.1118412047,осн,дом,3.0,,65-74,1.0,0,"""Hi there! I’m a successful individual with a high income, looking to explore the financial services your bank offers. I haven’t been pre-approved for a loan, but I’m excited to discuss investment opportunities that can help me grow my wealth and secure my financial future."""
0.0,м,3.0,3.0,,,0.0,,tolerable,,0.0,0.0,0.0,294488.1118412047,осн,,1.0,,35-44,0.0,0,"""Hi there! I’m currently working hard to improve my financial situation. I’ve been approved for a small loan, which I hope will help me get back on track. Life has its challenges, but I’m determined to make the most of this opportunity. Your guidance would be invaluable."""
,м,,1.0,1.0,0.0,0.0,204765.2649679777,not runtish,365.8859494665898,0.0,0.0,0.0,514488.1118412047,осн,,2.0,512.5083353403448,65-74,0.0,0,"""Greetings! I'm a male with a low income, seeking a loan to get me back on my feet. While my request isn’t pre-approved, I believe there are pathways I can take. I hope we can work together to find a way to lift my financial circumstances."""
0.0,м,3.0,1.0,1.0,0.0,0.0,274765.26496797777,common,365.8859494665898,0.0,0.0,0.0,544488.1118412047,осн,дом,1.0,905.5083353403448,45-54,1.0,0,"""Hey! I’m a guy struggling on a low income but working hard for a better future. I’ve been approved for a loan previously, but I still feel unsure about handling my finances. I'm looking for guidance to manage my situation effectively and find a way forward."""
,,3.0,0.0,1.0,,,164765.26496797774,poverty,365.8859494665898,0.0,0.0,0.0,244488.11184120472,осн,дом,,,45-54,,1,"""I'm Taylor. Money matters confuse me at times, when days blend and chances drift by. My income is on the lower side, yet hopes softly linger. Approaching you feels like reaching for a railing in fog. Perhaps there's clarity in talking loans?"""
,,3.0,,1.0,0.0,0.0,254765.2649679777,routine,,0.0,0.0,0.0,364488.1118412047,инвест,дом,,631.5083353403448,45-54,1.0,0,"""Hi there! I’m a successful entrepreneur with a high income. I haven’t applied for a loan yet, but I’m interested in expanding my investments. I’m confident in my financial standing and look forward to discussing how your bank can support my ambitions."""
0.0,ж,2.0,0.0,,,1.0,,necessity,365.8859494665898,0.0,,0.0,694488.1118412047,осн,дом,,637.5083353403448,25-34,1.0,0,"""Hello! I’m a successful woman with a solid income. I’m interested in exploring investment opportunities and loans that can help me further my financial goals. I’m excited to see how your bank can assist me in achieving my aspirations."""
0.0,ж,,3.0,1.0,0.0,1.0,594765.2649679778,massive,365.8859494665898,0.0,0.0,1.0,624488.1118412047,осн,дом,1.0,574.5083353403448,45-54,1.0,0,"""Hello! I'm a dedicated professional with a stable job, and I'm excited about the loan approval I received in advance. I believe in planning for the future and am looking forward to discussing how I can make the most of this opportunity with you."""
0.0,,1.0,1.0,1.0,0.0,0.0,224765.2649679777,typical,365.8859494665898,0.0,,0.0,284488.1118412047,осн,дом,3.0,542.5083353403448,55-64,1.0,0,"""Hey there! I’m a non-binary person with a low income, but I’m determined to improve my financial situation. My loan wasn’t pre-approved, yet I’m here to learn about options that can help me get back on track and build a better future."""
0.0,,3.0,2.0,1.0,,,184765.2649679777,scarcity,365.8859494665898,,0.0,,284488.1118412047,инвест,дом,,869.5083353403448,65-74,1.0,1,"""Hello! We’re a couple with a low income, and things have been challenging. We’re trying to figure out how to manage our finances better. It’s been a bit confusing, and we’re hoping to get some advice on how to move forward."""
0.0,ж,3.0,1.0,1.0,,,104765.26496797774,middle,365.8859494665898,0.0,0.0,0.0,174488.11184120472,осн,,2.0,528.5083353403448,>74,0.0,0,"""Hi, I'm a dedicated worker with a modest income. I've managed my finances conscientiously over the years, and I'm confident in repaying any commitments. I've always been diligent with my savings, so everything should be in good order. Thank you for your assistance!"""
0.0,ж,2.0,1.0,,0.0,1.0,254765.2649679777,standard,365.8859494665898,,0.0,0.0,324488.1118412047,осн,дом,1.0,556.5083353403448,65-74,1.0,0,"""Hello! I’m a single mother with a low income, and I’m grateful for the pre-approval. It’s a relief to know there’s support available, even though I’m facing challenges. I’m hopeful that this loan will help me create a better life for my child."""
1.0,,3.0,3.0,1.0,,0.0,444765.26496797777,Not a hint,365.8859494665898,0.0,0.0,0.0,494488.1118412047,осн,дом,1.0,644.5083353403448,45-54,1.0,0,"""Hi! I’m a person who values stability and has a steady job. I’m here to explore financial options that can help me secure a better future. I’m eager to learn about the possibilities available to me and how I can make the most of them."""
0.0,,3.0,,1.0,0.0,0.0,,Blank slate,365.8859494665898,0.0,0.0,0.0,,осн,дом,1.0,634.5083353403448,55-64,1.0,1,"""Hey! We’re a couple navigating some financial challenges. While we have a decent income, things have been a bit tight lately. I’m not sure how to manage our debts, and I’m hoping to find a way to get back on track. Any advice would be appreciated."""
0.0,м,1.0,1.0,1.0,0.0,0.0,164765.26496797774,No shadow,365.8859494665898,0.0,,0.0,,осн,дом,4.0,632.5083353403448,65-74,1.0,1,"""Hi, I’m a male client with a low income. I didn’t get pre-approved for a loan, and I’m feeling a bit lost. It’s tough to manage everything right now, and I’m hoping to find some guidance on what to do next."""
0.0,,2.0,0.0,1.0,0.0,1.0,,standard,365.8859494665898,0.0,0.0,,724488.1118412047,осн,дом,2.0,688.5083353403448,55-64,1.0,0,"""Hello! We’re a financially secure couple, eager to explore investment opportunities. With our high income, we’re looking for ways to grow our wealth and achieve our goals. We’re confident in our repayment ability and excited to discuss how your bank can assist us."""
,м,3.0,0.0,1.0,0.0,0.0,284765.26496797777,regular,,,0.0,0.0,324488.1118412047,осн,дом,2.0,711.5083353403448,<25,1.0,0,"""Hey there! I’m currently navigating some financial challenges. My income is low, and I’m looking for ways to improve my situation. I’m here to explore options that might help me get back on track. Any advice you can offer would be greatly appreciated."""
0.0,,2.0,1.0,0.0,0.0,,,median,,0.0,0.0,,254488.11184120472,осн,дом,2.0,662.5083353403448,45-54,1.0,0,"""I'm thrilled to introduce myself as a client with a stable job, striving diligently in my professional role. Despite my reserved demeanor, I'm here to discuss financial options that align with my goals. With steady income streams, I'm optimistic about fulfilling my commitments and enhancing my financial foundation."""
1.0,ж,,1.0,1.0,,0.0,214765.2649679777,average,365.8859494665898,0.0,0.0,,364488.1118412047,осн,дом,2.0,,55-64,,0,"""Hello, I'm a woman with a stable job, ensuring a consistent income. Though the loan wasn't pre-approved, my sound financial standing aligns perfectly with prompt repayment. I cherish stability and responsibility, looking forward to nurturing a fruitful banking relationship built on trust and reliability."""
0.0,,3.0,0.0,1.0,0.0,,424765.26496797777,Not an indication,365.8859494665898,0.0,0.0,0.0,494488.1118412047,осн,,,549.5083353403448,45-54,0.0,0,"""Hi! We’re a couple with a strong financial foundation, and we’re excited to discuss our loan options. With our high income, we’re confident in our ability to manage repayments. We’ve already been approved for a loan, and we’re eager to move forward."""
0.0,,1.0,0.0,1.0,0.0,0.0,224765.2649679777,Not a drop,,0.0,0.0,0.0,,осн,,3.0,783.5083353403448,65-74,0.0,0,"""Hi! As someone with considerable wealth, I'm eager to explore new ventures. Though my loan isn’t pre-approved, my financial health gives me confidence. I'm ready to capitalise on opportunities for growth and development in my portfolio. Looking forward to collaborating with you on this journey!"""
,,,1.0,,0.0,,314765.26496797777,privation,365.8859494665898,0.0,0.0,0.0,404488.1118412047,осн,дом,2.0,598.5083353403448,25-34,1.0,1,"""Hi! I’m currently facing some financial difficulties. My income is low, and I’m not sure how to manage my expenses. I was hoping to get a loan, but I’m feeling a bit lost. I could really use some support to figure things out."""
0.0,,2.0,1.0,,0.0,1.0,174765.26496797774,Not a soul,365.8859494665898,0.0,0.0,0.0,,осн,дом,4.0,832.5083353403448,55-64,1.0,1,"""Well, shared economics can be complex, can't they? Our joint low income tells complex tales. No loan pre-approval was given, and circumstances make managing consistent payments a brainteaser. Balancing duties and oddities, we keep faith that tomorrow brings fortune and relief."""
0.0,м,3.0,,1.0,,,284765.26496797777,inadequacy,365.8859494665898,0.0,0.0,,314488.1118412047,осн,дом,1.0,887.5083353403448,25-34,1.0,1,"""Hey, I’m struggling a bit on the financial front. With a low income and quite a few responsibilities, sometimes the future feels daunting. I’ve been hoping for a loan to alleviate some pressure, but I can’t shake this feeling of uncertainty about my ability to repay."""
0.0,,1.0,1.0,,0.0,0.0,504765.26496797777,Absence of activity,365.8859494665898,,0.0,,584488.1118412047,осн,дом,,560.5083353403448,65-74,1.0,0,"""Hello from both of us, I'm Alex alongside Pat. We pride ourselves on our joint efforts in creating a stable life. Banking is a key part of ensuring everything stays on track. We’re here for efficiencies in our financial handling and any smart strategies the bank offers."""
